target_bps,stop_bps,max_hold_ms,roundtrip_cost_bps,supported_rows,unsupported_rows,action_taken_count,no_action_count,baseline_target_count,baseline_stop_count,baseline_timeout_count,baseline_sum_after_cost_bps,baseline_avg_after_cost_bps,baseline_median_after_cost_bps,tsv2_sum_after_cost_bps,tsv2_avg_after_cost_bps,tsv2_median_after_cost_bps,delta_sum_bps,delta_avg_bps,delta_median_bps,action_delta_avg_bps,action_delta_median_bps,beneficial_exit_count,harmful_exit_count,neutral_exit_count,exit_action_precision,exit_action_precision_denominator,exit_action_precision_wilson95_lower,saved_stop_count,saved_stop_damage_bps,target_cut_count,target_cut_damage_bps,timeout_improved_count,timeout_improved_bps,generic_beneficial_count,generic_beneficial_bps,gross_saved_damage_bps,harmful_damage_bps,target_cut_damage_guard_pass,target_cut_count_guard_pass,target_cut_count_guard_limit,stale_no_action_exclusions,no_candidate_exclusions,not_active_exit_eligible_exclusions,candidate_after_baseline_exclusions,candidate_after_max_hold_exclusions,ambiguous_unjoined_exclusions,lifecycle_without_exit_replay_exclusions,exact_rows,path_approx_rows,baseline_unavailable_rows,max_consecutive_harmful_actions,classification_counts,exclusion_counts
1000,-200,120000,100,3079,515,2319,760,298,1080,1701,-376800,-122.37739525820072,-202.0,-438932,-142.5566742448847,-202.0,-62132,-20.17927898668399,0.0,-26.79258300991807,0.0,693,222,1404,0.7573770491803279,915,0.7285629087065073,498,65133,128,110580,195,7942,0,0,73075,135207,False,True,517.5,8,74,1,676,1,0,515,3079,0,0,3,"{""cut_target"": 128, ""harmful_exit"": 94, ""neutral_exit"": 1404, ""no_active_exit"": 760, ""no_exit_replay"": 515, ""saved_stop"": 498, ""timeout_improved"": 195}","{""candidate_after_baseline_exit"": 676, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2319, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-200,120000,150,3079,515,2319,760,298,1080,1701,-530750,-172.37739525820072,-252.0,-592882,-192.5566742448847,-252.0,-62132,-20.17927898668399,0.0,-26.79258300991807,0.0,693,222,1404,0.7573770491803279,915,0.7285629087065073,498,65133,128,110580,195,7942,0,0,73075,135207,False,True,517.5,8,74,1,676,1,0,515,3079,0,0,3,"{""cut_target"": 128, ""harmful_exit"": 94, ""neutral_exit"": 1404, ""no_active_exit"": 760, ""no_exit_replay"": 515, ""saved_stop"": 498, ""timeout_improved"": 195}","{""candidate_after_baseline_exit"": 676, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2319, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-200,120000,200,3079,515,2319,760,298,1080,1701,-684700,-222.37739525820072,-302.0,-746832,-242.5566742448847,-302.0,-62132,-20.17927898668399,0.0,-26.79258300991807,0.0,693,222,1404,0.7573770491803279,915,0.7285629087065073,498,65133,128,110580,195,7942,0,0,73075,135207,False,True,517.5,8,74,1,676,1,0,515,3079,0,0,3,"{""cut_target"": 128, ""harmful_exit"": 94, ""neutral_exit"": 1404, ""no_active_exit"": 760, ""no_exit_replay"": 515, ""saved_stop"": 498, ""timeout_improved"": 195}","{""candidate_after_baseline_exit"": 676, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2319, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,30000,0,3079,515,2371,708,228,694,2157,-167011,-54.24196167586879,-102.0,-182207,-59.177330302046116,-102.0,-15196,-4.93536862617733,0.0,-6.4091100801349645,0.0,325,176,1870,0.6487025948103793,501,0.6059137789815009,170,43142,58,47459,155,13978,0,0,57120,72316,False,True,185.5,8,74,1,540,85,0,515,3079,0,0,2,"{""cut_target"": 58, ""harmful_exit"": 118, ""neutral_exit"": 1870, ""no_active_exit"": 708, ""no_exit_replay"": 515, ""saved_stop"": 170, ""timeout_improved"": 155}","{""candidate_after_baseline_exit"": 540, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2371, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,30000,50,3079,515,2371,708,228,694,2157,-320961,-104.2419616758688,-152.0,-336157,-109.17733030204612,-152.0,-15196,-4.93536862617733,0.0,-6.4091100801349645,0.0,325,176,1870,0.6487025948103793,501,0.6059137789815009,170,43142,58,47459,155,13978,0,0,57120,72316,False,True,185.5,8,74,1,540,85,0,515,3079,0,0,2,"{""cut_target"": 58, ""harmful_exit"": 118, ""neutral_exit"": 1870, ""no_active_exit"": 708, ""no_exit_replay"": 515, ""saved_stop"": 170, ""timeout_improved"": 155}","{""candidate_after_baseline_exit"": 540, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2371, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,30000,100,3079,515,2371,708,228,694,2157,-474911,-154.2419616758688,-202.0,-490107,-159.17733030204613,-202.0,-15196,-4.93536862617733,0.0,-6.4091100801349645,0.0,325,176,1870,0.6487025948103793,501,0.6059137789815009,170,43142,58,47459,155,13978,0,0,57120,72316,False,True,185.5,8,74,1,540,85,0,515,3079,0,0,2,"{""cut_target"": 58, ""harmful_exit"": 118, ""neutral_exit"": 1870, ""no_active_exit"": 708, ""no_exit_replay"": 515, ""saved_stop"": 170, ""timeout_improved"": 155}","{""candidate_after_baseline_exit"": 540, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2371, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,30000,150,3079,515,2371,708,228,694,2157,-628861,-204.2419616758688,-252.0,-644057,-209.17733030204613,-252.0,-15196,-4.93536862617733,0.0,-6.4091100801349645,0.0,325,176,1870,0.6487025948103793,501,0.6059137789815009,170,43142,58,47459,155,13978,0,0,57120,72316,False,True,185.5,8,74,1,540,85,0,515,3079,0,0,2,"{""cut_target"": 58, ""harmful_exit"": 118, ""neutral_exit"": 1870, ""no_active_exit"": 708, ""no_exit_replay"": 515, ""saved_stop"": 170, ""timeout_improved"": 155}","{""candidate_after_baseline_exit"": 540, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2371, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,30000,200,3079,515,2371,708,228,694,2157,-782811,-254.2419616758688,-302.0,-798007,-259.17733030204613,-302.0,-15196,-4.93536862617733,0.0,-6.4091100801349645,0.0,325,176,1870,0.6487025948103793,501,0.6059137789815009,170,43142,58,47459,155,13978,0,0,57120,72316,False,True,185.5,8,74,1,540,85,0,515,3079,0,0,2,"{""cut_target"": 58, ""harmful_exit"": 118, ""neutral_exit"": 1870, ""no_active_exit"": 708, ""no_exit_replay"": 515, ""saved_stop"": 170, ""timeout_improved"": 155}","{""candidate_after_baseline_exit"": 540, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2371, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,60000,0,3079,515,2374,705,278,793,2008,-137832,-44.76518350113673,-102.0,-182747,-59.35271191945437,-102.0,-44915,-14.587528418317635,0.0,-18.9195450716091,0.0,494,242,1638,0.6711956521739131,736,0.6364440421859059,268,64152,106,89492,226,16947,0,0,81099,126014,False,True,290.6,8,74,1,612,10,0,515,3079,0,0,3,"{""cut_target"": 106, ""harmful_exit"": 136, ""neutral_exit"": 1638, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 268, ""timeout_improved"": 226}","{""candidate_after_baseline_exit"": 612, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,60000,50,3079,515,2374,705,278,793,2008,-291782,-94.76518350113673,-152.0,-336697,-109.35271191945436,-152.0,-44915,-14.587528418317635,0.0,-18.9195450716091,0.0,494,242,1638,0.6711956521739131,736,0.6364440421859059,268,64152,106,89492,226,16947,0,0,81099,126014,False,True,290.6,8,74,1,612,10,0,515,3079,0,0,3,"{""cut_target"": 106, ""harmful_exit"": 136, ""neutral_exit"": 1638, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 268, ""timeout_improved"": 226}","{""candidate_after_baseline_exit"": 612, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,60000,100,3079,515,2374,705,278,793,2008,-445732,-144.76518350113673,-202.0,-490647,-159.35271191945438,-202.0,-44915,-14.587528418317635,0.0,-18.9195450716091,0.0,494,242,1638,0.6711956521739131,736,0.6364440421859059,268,64152,106,89492,226,16947,0,0,81099,126014,False,True,290.6,8,74,1,612,10,0,515,3079,0,0,3,"{""cut_target"": 106, ""harmful_exit"": 136, ""neutral_exit"": 1638, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 268, ""timeout_improved"": 226}","{""candidate_after_baseline_exit"": 612, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,60000,150,3079,515,2374,705,278,793,2008,-599682,-194.76518350113673,-252.0,-644597,-209.35271191945438,-252.0,-44915,-14.587528418317635,0.0,-18.9195450716091,0.0,494,242,1638,0.6711956521739131,736,0.6364440421859059,268,64152,106,89492,226,16947,0,0,81099,126014,False,True,290.6,8,74,1,612,10,0,515,3079,0,0,3,"{""cut_target"": 106, ""harmful_exit"": 136, ""neutral_exit"": 1638, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 268, ""timeout_improved"": 226}","{""candidate_after_baseline_exit"": 612, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,60000,200,3079,515,2374,705,278,793,2008,-753632,-244.76518350113673,-302.0,-798547,-259.35271191945435,-302.0,-44915,-14.587528418317635,0.0,-18.9195450716091,0.0,494,242,1638,0.6711956521739131,736,0.6364440421859059,268,64152,106,89492,226,16947,0,0,81099,126014,False,True,290.6,8,74,1,612,10,0,515,3079,0,0,3,"{""cut_target"": 106, ""harmful_exit"": 136, ""neutral_exit"": 1638, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 268, ""timeout_improved"": 226}","{""candidate_after_baseline_exit"": 612, ""candidate_after_max_hold"": 10, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,120000,0,3079,515,2374,705,314,929,1836,-148069,-48.08996427411497,-102.0,-182747,-59.35271191945437,-102.0,-34678,-11.262747645339395,0.0,-14.607413647851727,0.0,715,240,1419,0.7486910994764397,955,0.7202211442823724,404,93203,142,126152,311,23904,0,0,117107,151785,False,True,435.1,8,74,1,621,1,0,515,3079,0,0,3,"{""cut_target"": 142, ""harmful_exit"": 98, ""neutral_exit"": 1419, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 404, ""timeout_improved"": 311}","{""candidate_after_baseline_exit"": 621, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,120000,50,3079,515,2374,705,314,929,1836,-302019,-98.08996427411498,-152.0,-336697,-109.35271191945436,-152.0,-34678,-11.262747645339395,0.0,-14.607413647851727,0.0,715,240,1419,0.7486910994764397,955,0.7202211442823724,404,93203,142,126152,311,23904,0,0,117107,151785,False,True,435.1,8,74,1,621,1,0,515,3079,0,0,3,"{""cut_target"": 142, ""harmful_exit"": 98, ""neutral_exit"": 1419, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 404, ""timeout_improved"": 311}","{""candidate_after_baseline_exit"": 621, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,120000,100,3079,515,2374,705,314,929,1836,-455969,-148.08996427411498,-202.0,-490647,-159.35271191945438,-202.0,-34678,-11.262747645339395,0.0,-14.607413647851727,0.0,715,240,1419,0.7486910994764397,955,0.7202211442823724,404,93203,142,126152,311,23904,0,0,117107,151785,False,True,435.1,8,74,1,621,1,0,515,3079,0,0,3,"{""cut_target"": 142, ""harmful_exit"": 98, ""neutral_exit"": 1419, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 404, ""timeout_improved"": 311}","{""candidate_after_baseline_exit"": 621, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,120000,150,3079,515,2374,705,314,929,1836,-609919,-198.08996427411498,-252.0,-644597,-209.35271191945438,-252.0,-34678,-11.262747645339395,0.0,-14.607413647851727,0.0,715,240,1419,0.7486910994764397,955,0.7202211442823724,404,93203,142,126152,311,23904,0,0,117107,151785,False,True,435.1,8,74,1,621,1,0,515,3079,0,0,3,"{""cut_target"": 142, ""harmful_exit"": 98, ""neutral_exit"": 1419, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 404, ""timeout_improved"": 311}","{""candidate_after_baseline_exit"": 621, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-300,120000,200,3079,515,2374,705,314,929,1836,-763869,-248.08996427411498,-302.0,-798547,-259.35271191945435,-302.0,-34678,-11.262747645339395,0.0,-14.607413647851727,0.0,715,240,1419,0.7486910994764397,955,0.7202211442823724,404,93203,142,126152,311,23904,0,0,117107,151785,False,True,435.1,8,74,1,621,1,0,515,3079,0,0,3,"{""cut_target"": 142, ""harmful_exit"": 98, ""neutral_exit"": 1419, ""no_active_exit"": 705, ""no_exit_replay"": 515, ""saved_stop"": 404, ""timeout_improved"": 311}","{""candidate_after_baseline_exit"": 621, ""candidate_after_max_hold"": 1, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2374, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-500,30000,0,3079,515,2444,635,243,595,2241,-267280,-86.8074050016239,-102.0,-260966,-84.7567392010393,-102.0,6314,2.0506658005846052,0.0,2.583469721767594,0.0,356,191,1897,0.6508226691042047,547,0.609947248068856,156,62606,62,52215,200,25444,0,0,88050,81736,False,True,176.0,8,74,1,467,85,0,515,3079,0,0,3,"{""cut_target"": 62, ""harmful_exit"": 129, ""neutral_exit"": 1897, ""no_active_exit"": 635, ""no_exit_replay"": 515, ""saved_stop"": 156, ""timeout_improved"": 200}","{""candidate_after_baseline_exit"": 467, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2444, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-500,30000,50,3079,515,2444,635,243,595,2241,-421230,-136.8074050016239,-152.0,-414916,-134.7567392010393,-152.0,6314,2.0506658005846052,0.0,2.583469721767594,0.0,356,191,1897,0.6508226691042047,547,0.609947248068856,156,62606,62,52215,200,25444,0,0,88050,81736,False,True,176.0,8,74,1,467,85,0,515,3079,0,0,3,"{""cut_target"": 62, ""harmful_exit"": 129, ""neutral_exit"": 1897, ""no_active_exit"": 635, ""no_exit_replay"": 515, ""saved_stop"": 156, ""timeout_improved"": 200}","{""candidate_after_baseline_exit"": 467, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2444, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
1000,-500,30000,100,3079,515,2444,635,243,595,2241,-575180,-186.8074050016239,-202.0,-568866,-184.7567392010393,-202.0,6314,2.0506658005846052,0.0,2.583469721767594,0.0,356,191,1897,0.6508226691042047,547,0.609947248068856,156,62606,62,52215,200,25444,0,0,88050,81736,False,True,176.0,8,74,1,467,85,0,515,3079,0,0,3,"{""cut_target"": 62, ""harmful_exit"": 129, ""neutral_exit"": 1897, ""no_active_exit"": 635, ""no_exit_replay"": 515, ""saved_stop"": 156, ""timeout_improved"": 200}","{""candidate_after_baseline_exit"": 467, ""candidate_after_max_hold"": 85, ""lifecycle_without_exit_replay"": 515, ""no_candidate"": 74, ""none"": 2444, ""not_active_exit_eligible"": 1, ""stale_data_no_action"": 8}"
